IND	SRC_TYPE	TARGET	CL_ID	FILE_ACCESSION	CL_NAME
1121	HM	H3K9ac	EFO:0002357	ENCFF207WMJ	SU-DHL-6
1122	HM	H3K9me2	EFO:0002357	ENCFF929DUJ	SU-DHL-6
1123	HM	H3K9me3	EFO:0002357	ENCFF467GHW	SU-DHL-6
1124	HM	H4K20me1	EFO:0002357	ENCFF249MDG	SU-DHL-6
1125	HM	H3K27ac	CL:0000084	ENCFF653VLZ	T-cell
1126	HM	H3K27me3	CL:0000084	ENCFF279KUC	T-cell
1127	HM	H3K36me3	CL:0000084	ENCFF523CYI	T-cell
1128	HM	H3K4me1	CL:0000084	ENCFF918KOW	T-cell
1129	HM	H3K4me3	CL:0000084	ENCFF894XRF	T-cell
1130	HM	H3K9me3	CL:0000084	ENCFF550NLK	T-cell
1131	HM	H3K9me3	CL:0000899	ENCFF655VXA	T-helper 17 cell
1132	HM	H3K27ac	EFO:0007116	ENCFF591XPW	UCSF-4
1133	HM	H3K27me3	EFO:0007116	ENCFF218TIK	UCSF-4
1134	HM	H3K36me3	EFO:0007116	ENCFF299TEB	UCSF-4
1135	HM	H3K4me1	EFO:0007116	ENCFF872IOQ	UCSF-4
1136	HM	H3K4me3	EFO:0007116	ENCFF742FZZ	UCSF-4
1137	HM	H3K9me3	EFO:0007116	ENCFF704FRJ	UCSF-4
1138	HM	H3K27ac	EFO:0007752	ENCFF757HGV	VCaP
1139	HM	H3K27ac	EFO:0005715	ENCFF284YHN	WERI-Rb-1
1140	HM	H3K27me3	EFO:0005715	ENCFF367GYJ	WERI-Rb-1
1141	HM	H3K36me3	EFO:0005715	ENCFF934RWH	WERI-Rb-1
1142	HM	H3K4me1	EFO:0005715	ENCFF658GVU	WERI-Rb-1
1143	HM	H3K4me3	EFO:0005715	ENCFF287NSO	WERI-Rb-1
1144	HM	H3K9me3	EFO:0005715	ENCFF701WAS	WERI-Rb-1
1145	HM	H3K4me3	EFO:0001260	ENCFF033PCY	WI38
1146	HM	H3K27me3	CL:0000136	ENCFF872WDA	adipocyte
1147	HM	H3K36me3	CL:0000136	ENCFF303PTA	adipocyte
1148	HM	H3K4me1	CL:0000136	ENCFF257QSR	adipocyte
1149	HM	H3K4me3	CL:0000136	ENCFF312NTH	adipocyte
1150	HM	H3K9ac	CL:0000136	ENCFF904RHX	adipocyte
1151	HM	H3K9me3	CL:0000136	ENCFF196DWT	adipocyte
1152	HM	H3K27ac	UBERON:0001013	ENCFF129DPW	adipose tissue
1153	HM	H3K27ac	UBERON:0002369	ENCFF877IEN	adrenal gland
1154	HM	H3K27me3	UBERON:0002369	ENCFF822TFO	adrenal gland
1155	HM	H3K36me3	UBERON:0002369	ENCFF946XSY	adrenal gland
1156	HM	H3K4me1	UBERON:0002369	ENCFF876NSG	adrenal gland
1157	HM	H3K4me3	UBERON:0002369	ENCFF545SIG	adrenal gland
1158	HM	H3K9me3	UBERON:0002369	ENCFF816NIJ	adrenal gland
1159	HM	H3K27ac	UBERON:0000305	ENCFF340JNX	amnion
1160	HM	H3K27me3	UBERON:0000305	ENCFF405YEY	amnion
1161	HM	H3K36me3	UBERON:0000305	ENCFF376IXL	amnion
1162	HM	H3K4me1	UBERON:0000305	ENCFF782EBV	amnion
1163	HM	H3K4me3	UBERON:0000305	ENCFF034ZMR	amnion
1164	HM	H3K9me3	UBERON:0000305	ENCFF947GCG	amnion
1165	HM	H3K27ac	UBERON:0002686	ENCFF684COM	angular gyrus
1166	HM	H3K27me3	UBERON:0002686	ENCFF017GGR	angular gyrus
1167	HM	H3K36me3	UBERON:0002686	ENCFF526TTE	angular gyrus
1168	HM	H3K4me1	UBERON:0002686	ENCFF893UEN	angular gyrus
1169	HM	H3K4me3	UBERON:0002686	ENCFF285FJZ	angular gyrus
1170	HM	H3K9ac	UBERON:0002686	ENCFF541GIP	angular gyrus
1171	HM	H3K9me3	UBERON:0002686	ENCFF848UST	angular gyrus
1172	HM	H3K27ac	UBERON:0000947	ENCFF872XZM	aorta
1173	HM	H3K27me3	UBERON:0000947	ENCFF237ZLT	aorta
1174	HM	H3K36me3	UBERON:0000947	ENCFF132HMQ	aorta
1175	HM	H3K4me1	UBERON:0000947	ENCFF257MVA	aorta
1176	HM	H3K4me3	UBERON:0000947	ENCFF876LPD	aorta
1177	HM	H3K9me3	UBERON:0000947	ENCFF357HJQ	aorta
1178	HM	H3K27ac	UBERON:0001496	ENCFF524AKO	ascending aorta
1179	HM	H3K27me3	UBERON:0001496	ENCFF566JBK	ascending aorta
1180	HM	H3K36me3	UBERON:0001496	ENCFF018PKB	ascending aorta
1181	HM	H3K4me1	UBERON:0001496	ENCFF632OTA	ascending aorta
1182	HM	H3K4me3	UBERON:0001496	ENCFF391SLS	ascending aorta
1183	HM	H3K9me3	UBERON:0001496	ENCFF622SXJ	ascending aorta
1184	HM	H2AFZ	CL:0000127	ENCFF016XEU	astrocyte
1185	HM	H3K27ac	CL:0000127	ENCFF138TME	astrocyte
1186	HM	H3K27me3	CL:0000127	ENCFF681ORB	astrocyte
1187	HM	H3K36me3	CL:0000127	ENCFF390FKV	astrocyte
1188	HM	H3K4me1	CL:0000127	ENCFF445OBN	astrocyte
1189	HM	H3K4me2	CL:0000127	ENCFF572EWY	astrocyte
1190	HM	H3K4me3	CL:0000127	ENCFF171DYY	astrocyte
1191	HM	H3K79me2	CL:0000127	ENCFF458TWK	astrocyte
1192	HM	H3K9ac	CL:0000127	ENCFF649IVK	astrocyte
1193	HM	H3K9me3	CL:0000127	ENCFF274JYK	astrocyte
1194	HM	H4K20me1	CL:0000127	ENCFF201FZW	astrocyte
1195	HM	H3K4me3	CL:0002603	ENCFF539VFY	astrocyte of the cerebellum
1196	HM	H3K4me3	CL:0002606	ENCFF968GAC	astrocyte of the spinal cord
1197	HM	H3K27ac	UBERON:0001150	ENCFF731GWD	body of pancreas
1198	HM	H3K27me3	UBERON:0001150	ENCFF262JKC	body of pancreas
1199	HM	H3K36me3	UBERON:0001150	ENCFF248LLX	body of pancreas
1200	HM	H3K4me1	UBERON:0001150	ENCFF098CNJ	body of pancreas
1201	HM	H3K4me3	UBERON:0001150	ENCFF323ARZ	body of pancreas
1202	HM	H3K9me3	UBERON:0001150	ENCFF334VVE	body of pancreas
1203	HM	H3K27me3	UBERON:0000955	ENCFF970KWT	brain
1204	HM	H3K36me3	UBERON:0000955	ENCFF307KTN	brain
1205	HM	H3K4me1	UBERON:0000955	ENCFF576DBX	brain
1206	HM	H3K4me3	UBERON:0000955	ENCFF590UXV	brain
1207	HM	H3K9me3	UBERON:0000955	ENCFF202KME	brain
1208	HM	H3K27ac	CL:2000044	ENCFF718IQW	brain microvascular endothelial cell
1209	HM	H3K27me3	CL:2000044	ENCFF732VIJ	brain microvascular endothelial cell
1210	HM	H3K36me3	CL:2000044	ENCFF784BVN	brain microvascular endothelial cell
1211	HM	H3K4me3	CL:2000044	ENCFF430BFN	brain microvascular endothelial cell
1212	HM	H3K27ac	UBERON:0008367	ENCFF988ZYW	breast epithelium
1213	HM	H3K27me3	UBERON:0008367	ENCFF520QGK	breast epithelium
1214	HM	H3K36me3	UBERON:0008367	ENCFF648VTD	breast epithelium
1215	HM	H3K4me1	UBERON:0008367	ENCFF812HAE	breast epithelium
1216	HM	H3K4me3	UBERON:0008367	ENCFF590DGH	breast epithelium
1217	HM	H3K9me3	UBERON:0008367	ENCFF634WCO	breast epithelium
1218	HM	H3K27me3	CL:0002328	ENCFF495KNO	bronchial epithelial cell
1219	HM	H3K36me3	CL:0002328	ENCFF537TRA	bronchial epithelial cell
1220	HM	H3K4me3	CL:0002328	ENCFF998CFH	bronchial epithelial cell
1221	HM	H3K4me3	CL:0002548	ENCFF532VDS	cardiac fibroblast
1222	HM	H3K27ac	CL:0000746	ENCFF518VCX	cardiac muscle cell
1223	HM	H3K27me3	CL:0000746	ENCFF131ALA	cardiac muscle cell
1224	HM	H3K36me3	CL:0000746	ENCFF883XUP	cardiac muscle cell
1225	HM	H3K4me1	CL:0000746	ENCFF477XWO	cardiac muscle cell
1226	HM	H3K4me3	CL:0000746	ENCFF552AVC	cardiac muscle cell
1227	HM	H3K9me3	CL:0000746	ENCFF178ZSR	cardiac muscle cell
1228	HM	H3K27ac	UBERON:0001873	ENCFF444CZR	caudate nucleus
1229	HM	H3K27me3	UBERON:0001873	ENCFF591UDY	caudate nucleus
1230	HM	H3K36me3	UBERON:0001873	ENCFF350XHO	caudate nucleus
1231	HM	H3K4me1	UBERON:0001873	ENCFF598ZAY	caudate nucleus
1232	HM	H3K4me3	UBERON:0001873	ENCFF453HCX	caudate nucleus
1233	HM	H3K9ac	UBERON:0001873	ENCFF703HPP	caudate nucleus
1234	HM	H3K9me3	UBERON:0001873	ENCFF477FPU	caudate nucleus
1235	HM	H3K4me3	UBERON:0002037	ENCFF298IQY	cerebellum
1236	HM	H3K27ac	UBERON:0003124	ENCFF026YOC	chorion
1237	HM	H3K27me3	UBERON:0003124	ENCFF363NQS	chorion
1238	HM	H3K36me3	UBERON:0003124	ENCFF874VYN	chorion
1239	HM	H3K4me1	UBERON:0003124	ENCFF363DOP	chorion
1240	HM	H3K4me3	UBERON:0003124	ENCFF084NBD	chorion
1241	HM	H3K27ac	UBERON:0007106	ENCFF219SMW	chorionic villus
1242	HM	H3K27me3	UBERON:0007106	ENCFF231UEH	chorionic villus
1243	HM	H3K36me3	UBERON:0007106	ENCFF118BKM	chorionic villus
1244	HM	H3K4me1	UBERON:0007106	ENCFF216GMF	chorionic villus
1245	HM	H3K4me3	UBERON:0007106	ENCFF588QZM	chorionic villus
1246	HM	H3K9me3	UBERON:0007106	ENCFF548TZX	chorionic villus
1247	HM	H3K4me3	CL:0000706	ENCFF341WJK	choroid plexus epithelial cell
1248	HM	H3K27ac	UBERON:0002967	ENCFF650YIZ	cingulate gyrus
1249	HM	H3K27me3	UBERON:0002967	ENCFF974SWY	cingulate gyrus
1250	HM	H3K36me3	UBERON:0002967	ENCFF301UFB	cingulate gyrus
1251	HM	H3K4me1	UBERON:0002967	ENCFF040KUL	cingulate gyrus
1252	HM	H3K4me3	UBERON:0002967	ENCFF978BSU	cingulate gyrus
1253	HM	H3K9ac	UBERON:0002967	ENCFF802DMZ	cingulate gyrus
1254	HM	H3K9me3	UBERON:0002967	ENCFF963WLO	cingulate gyrus
1255	HM	H3K27ac	UBERON:0000317	ENCFF549AXK	colonic mucosa
1256	HM	H3K27me3	UBERON:0000317	ENCFF728TNF	colonic mucosa
1257	HM	H3K36me3	UBERON:0000317	ENCFF709PXL	colonic mucosa
1258	HM	H3K4me1	UBERON:0000317	ENCFF489WZM	colonic mucosa
1259	HM	H3K4me3	UBERON:0000317	ENCFF100ICD	colonic mucosa
1260	HM	H3K9ac	UBERON:0000317	ENCFF486TGX	colonic mucosa
1261	HM	H3K9me3	UBERON:0000317	ENCFF866NSS	colonic mucosa
1262	HM	H3K27ac	CL:0001059	ENCFF248WQV	common myeloid progenitor, CD34-positive
1263	HM	H3K27me3	CL:0001059	ENCFF716GWM	common myeloid progenitor, CD34-positive
1264	HM	H3K36me3	CL:0001059	ENCFF008VXT	common myeloid progenitor, CD34-positive
1265	HM	H3K4me1	CL:0001059	ENCFF146XZX	common myeloid progenitor, CD34-positive
1266	HM	H3K4me3	CL:0001059	ENCFF298JOZ	common myeloid progenitor, CD34-positive
1267	HM	H3K9me3	CL:0001059	ENCFF276DMY	common myeloid progenitor, CD34-positive
1268	HM	H3K27ac	UBERON:0001621	ENCFF984YUQ	coronary artery
1269	HM	H3K4me3	UBERON:0001621	ENCFF658PWI	coronary artery
1270	HM	H3K27ac	UBERON:0000320	ENCFF922GGA	duodenal mucosa
1271	HM	H3K27me3	UBERON:0000320	ENCFF563GVM	duodenal mucosa
1272	HM	H3K36me3	UBERON:0000320	ENCFF476SLM	duodenal mucosa
1273	HM	H3K4me1	UBERON:0000320	ENCFF731DNA	duodenal mucosa
1274	HM	H3K4me3	UBERON:0000320	ENCFF106YGP	duodenal mucosa
1275	HM	H3K9ac	UBERON:0000320	ENCFF246GOO	duodenal mucosa
1276	HM	H3K9me3	UBERON:0000320	ENCFF771FSP	duodenal mucosa
1277	HM	H3K27ac	CL:0000221	ENCFF961SDD	ectodermal cell
1278	HM	H3K27me3	CL:0000221	ENCFF734REQ	ectodermal cell
1279	HM	H3K36me3	CL:0000221	ENCFF451EGW	ectodermal cell
1280	HM	H3K4me1	CL:0000221	ENCFF778EBE	ectodermal cell
1281	HM	H3K4me3	CL:0000221	ENCFF753EZB	ectodermal cell
1282	HM	H3K9me3	CL:0000221	ENCFF672KQQ	ectodermal cell
1283	HM	H3K27ac	CL:0000905	ENCFF717KRK	effector memory CD4-positive, alpha-beta T cell
1284	HM	H3K27me3	CL:0000905	ENCFF468WBD	effector memory CD4-positive, alpha-beta T cell
1285	HM	H3K36me3	CL:0000905	ENCFF955HAJ	effector memory CD4-positive, alpha-beta T cell
1286	HM	H3K4me1	CL:0000905	ENCFF992XKY	effector memory CD4-positive, alpha-beta T cell
1287	HM	H3K4me3	CL:0000905	ENCFF291YMH	effector memory CD4-positive, alpha-beta T cell
1288	HM	H3K9me3	CL:0000905	ENCFF645YIY	effector memory CD4-positive, alpha-beta T cell
1289	HM	H3K27ac	UBERON:0000016	ENCFF659NCA	endocrine pancreas
1290	HM	H3K27me3	UBERON:0000016	ENCFF114HXU	endocrine pancreas
1291	HM	H3K36me3	UBERON:0000016	ENCFF475VRO	endocrine pancreas
1292	HM	H3K4me1	UBERON:0000016	ENCFF677QOD	endocrine pancreas
1293	HM	H3K4me3	UBERON:0000016	ENCFF974SRU	endocrine pancreas
1294	HM	H3K9ac	UBERON:0000016	ENCFF097NCN	endocrine pancreas
1295	HM	H3K9me3	UBERON:0000016	ENCFF793MNL	endocrine pancreas
1296	HM	H3K27ac	CL:0000223	ENCFF025YLG	endodermal cell
1297	HM	H3K27me3	CL:0000223	ENCFF089IOP	endodermal cell
1298	HM	H3K36me3	CL:0000223	ENCFF194VLV	endodermal cell
1299	HM	H3K4me1	CL:0000223	ENCFF394TDI	endodermal cell
1300	HM	H3K4me3	CL:0000223	ENCFF526DRU	endodermal cell
1301	HM	H3K9ac	CL:0000223	ENCFF765BHM	endodermal cell
1302	HM	H3K9me3	CL:0000223	ENCFF012FNY	endodermal cell
1303	HM	H2AFZ	CL:0002618	ENCFF088TGM	endothelial cell of umbilical vein
1304	HM	H3K27ac	CL:0002618	ENCFF077LGZ	endothelial cell of umbilical vein
1305	HM	H3K27me3	CL:0002618	ENCFF906VLP	endothelial cell of umbilical vein
1306	HM	H3K36me3	CL:0002618	ENCFF186PJN	endothelial cell of umbilical vein
1307	HM	H3K4me1	CL:0002618	ENCFF213BAF	endothelial cell of umbilical vein
1308	HM	H3K4me2	CL:0002618	ENCFF882WZG	endothelial cell of umbilical vein
1309	HM	H3K4me3	CL:0002618	ENCFF550OWZ	endothelial cell of umbilical vein
1310	HM	H3K79me2	CL:0002618	ENCFF745LDQ	endothelial cell of umbilical vein
1311	HM	H3K9ac	CL:0002618	ENCFF568IPQ	endothelial cell of umbilical vein
1312	HM	H3K9me1	CL:0002618	ENCFF630UZD	endothelial cell of umbilical vein
1313	HM	H3K9me3	CL:0002618	ENCFF698YEG	endothelial cell of umbilical vein
1314	HM	H4K20me1	CL:0002618	ENCFF183GOE	endothelial cell of umbilical vein
1315	HM	H3K4me3	CL:0002252	ENCFF864QTH	epithelial cell of esophagus
1316	HM	H3K27ac	CL:0002231	ENCFF600EQG	epithelial cell of prostate
1317	HM	H3K4me3	CL:0002306	ENCFF458ZXX	epithelial cell of proximal tubule
1318	HM	H3K27ac	UBERON:0001043	ENCFF445XCF	esophagus
1319	HM	H3K27me3	UBERON:0001043	ENCFF146BLW	esophagus
1320	HM	H3K36me3	UBERON:0001043	ENCFF389ELB	esophagus
1321	HM	H3K4me1	UBERON:0001043	ENCFF706MJS	esophagus
1322	HM	H3K4me3	UBERON:0001043	ENCFF933THO	esophagus
1323	HM	H3K9me3	UBERON:0001043	ENCFF465IVD	esophagus
1324	HM	H3K27ac	UBERON:0004648	ENCFF114SOB	esophagus muscularis mucosa
1325	HM	H3K27me3	UBERON:0004648	ENCFF642GVX	esophagus muscularis mucosa
1326	HM	H3K36me3	UBERON:0004648	ENCFF391JKH	esophagus muscularis mucosa
1327	HM	H3K4me1	UBERON:0004648	ENCFF305JXM	esophagus muscularis mucosa
1328	HM	H3K4me3	UBERON:0004648	ENCFF757YAG	esophagus muscularis mucosa
1329	HM	H3K9me3	UBERON:0004648	ENCFF936ENS	esophagus muscularis mucosa
1330	HM	H3K27ac	UBERON:0006920	ENCFF673PCP	esophagus squamous epithelium
1331	HM	H3K27me3	UBERON:0006920	ENCFF905MKP	esophagus squamous epithelium
1332	HM	H3K36me3	UBERON:0006920	ENCFF119RXX	esophagus squamous epithelium
1333	HM	H3K4me1	UBERON:0006920	ENCFF977NUM	esophagus squamous epithelium
1334	HM	H3K4me3	UBERON:0006920	ENCFF313UUQ	esophagus squamous epithelium
1335	HM	H3K9me3	UBERON:0006920	ENCFF854FHY	esophagus squamous epithelium
1336	HM	H3K27ac	NTR:0003079	ENCFF852KAS	fibroblast of breast
1337	HM	H3K27me3	NTR:0003079	ENCFF348PIK	fibroblast of breast
1338	HM	H3K36me3	NTR:0003079	ENCFF699PTD	fibroblast of breast
1339	HM	H3K4me1	NTR:0003079	ENCFF323QZI	fibroblast of breast
1340	HM	H3K4me3	NTR:0003079	ENCFF677UAO	fibroblast of breast
1341	HM	H3K9me3	NTR:0003079	ENCFF102VTD	fibroblast of breast
1342	HM	H2AFZ	CL:0002551	ENCFF678XUK	fibroblast of dermis
1343	HM	H3K27ac	CL:0002551	ENCFF399FZY	fibroblast of dermis
1344	HM	H3K27me3	CL:0002551	ENCFF454HBH	fibroblast of dermis
1345	HM	H3K36me3	CL:0002551	ENCFF930YLL	fibroblast of dermis
1346	HM	H3K4me1	CL:0002551	ENCFF468SLZ	fibroblast of dermis
1347	HM	H3K4me2	CL:0002551	ENCFF288CKM	fibroblast of dermis
1348	HM	H3K4me3	CL:0002551	ENCFF160UNX	fibroblast of dermis
1349	HM	H3K79me2	CL:0002551	ENCFF624VMS	fibroblast of dermis
1350	HM	H3K9ac	CL:0002551	ENCFF298CAM	fibroblast of dermis
1351	HM	H3K9me3	CL:0002551	ENCFF930UAW	fibroblast of dermis
1352	HM	H4K20me1	CL:0002551	ENCFF949HTC	fibroblast of dermis
1353	HM	H2AFZ	CL:0002553	ENCFF332IIF	fibroblast of lung
1354	HM	H3K27ac	CL:0002553	ENCFF850PTR	fibroblast of lung
1355	HM	H3K27me3	CL:0002553	ENCFF718BNY	fibroblast of lung
1356	HM	H3K36me3	CL:0002553	ENCFF722PLP	fibroblast of lung
1357	HM	H3K4me1	CL:0002553	ENCFF928WDI	fibroblast of lung
1358	HM	H3K4me2	CL:0002553	ENCFF502RHX	fibroblast of lung
1359	HM	H3K4me3	CL:0002553	ENCFF768UCJ	fibroblast of lung
1360	HM	H3K79me2	CL:0002553	ENCFF239HXS	fibroblast of lung
1361	HM	H3K9ac	CL:0002553	ENCFF635CCP	fibroblast of lung
1362	HM	H3K9me3	CL:0002553	ENCFF416JWI	fibroblast of lung
1363	HM	H4K20me1	CL:0002553	ENCFF604KWW	fibroblast of lung
1364	HM	H3K4me3	CL:0002555	ENCFF028UPE	fibroblast of mammary gland
1365	HM	H3K4me3	CL:0002557	ENCFF122KMA	fibroblast of pulmonary artery
1366	HM	H3K4me3	CL:0002547	ENCFF009BAI	fibroblast of the aortic adventitia
1367	HM	H3K4me3	CL:0002558	ENCFF888UBB	fibroblast of villous mesenchyme
1368	HM	H3K27ac	CL:1001608	ENCFF962SXN	foreskin fibroblast
1369	HM	H3K27me3	CL:1001608	ENCFF977ZHV	foreskin fibroblast
1370	HM	H3K36me3	CL:1001608	ENCFF573YZM	foreskin fibroblast
1371	HM	H3K4me1	CL:1001608	ENCFF321WEN	foreskin fibroblast
1372	HM	H3K4me3	CL:1001608	ENCFF080BYN	foreskin fibroblast
1373	HM	H3K9me3	CL:1001608	ENCFF148JRE	foreskin fibroblast
1374	HM	H3K27ac	CL:1001606	ENCFF626CFN	foreskin keratinocyte
1375	HM	H3K27me3	CL:1001606	ENCFF971QNY	foreskin keratinocyte
1376	HM	H3K36me3	CL:1001606	ENCFF725ZGQ	foreskin keratinocyte
1377	HM	H3K4me1	CL:1001606	ENCFF654RJF	foreskin keratinocyte
1378	HM	H3K4me3	CL:1001606	ENCFF838ORX	foreskin keratinocyte
1379	HM	H3K9ac	CL:1001606	ENCFF657VAD	foreskin keratinocyte
1380	HM	H3K9me3	CL:1001606	ENCFF163ZLA	foreskin keratinocyte
1381	HM	H3K27ac	CL:2000045	ENCFF329IPA	foreskin melanocyte
1382	HM	H3K27me3	CL:2000045	ENCFF250MQB	foreskin melanocyte
1383	HM	H3K36me3	CL:2000045	ENCFF442YRG	foreskin melanocyte
1384	HM	H3K4me1	CL:2000045	ENCFF149KHD	foreskin melanocyte
1385	HM	H3K4me3	CL:2000045	ENCFF317IXD	foreskin melanocyte
1386	HM	H3K9ac	CL:2000045	ENCFF962PCZ	foreskin melanocyte
1387	HM	H3K9me3	CL:2000045	ENCFF683OEK	foreskin melanocyte
1388	HM	H3K27ac	UBERON:0011907	ENCFF267KHM	gastrocnemius medialis
1389	HM	H3K27me3	UBERON:0011907	ENCFF964DID	gastrocnemius medialis
1390	HM	H3K36me3	UBERON:0011907	ENCFF918JDJ	gastrocnemius medialis
1391	HM	H3K4me1	UBERON:0011907	ENCFF445YRE	gastrocnemius medialis
1392	HM	H3K4me3	UBERON:0011907	ENCFF640JXX	gastrocnemius medialis
1393	HM	H3K9me3	UBERON:0011907	ENCFF751KOW	gastrocnemius medialis
1394	HM	H3K27ac	UBERON:0004550	ENCFF101BIB	gastroesophageal sphincter
1395	HM	H3K27me3	UBERON:0004550	ENCFF244DZD	gastroesophageal sphincter
1396	HM	H3K36me3	UBERON:0004550	ENCFF975WEV	gastroesophageal sphincter
1397	HM	H3K4me1	UBERON:0004550	ENCFF060JHQ	gastroesophageal sphincter
1398	HM	H3K4me3	UBERON:0004550	ENCFF903THH	gastroesophageal sphincter
1399	HM	H3K9me3	UBERON:0004550	ENCFF625ZPW	gastroesophageal sphincter
1400	HM	H3K27me3	NTR:0001407	ENCFF473QVC	germinal matrix
1401	HM	H3K36me3	NTR:0001407	ENCFF774DRJ	germinal matrix
1402	HM	H3K4me1	NTR:0001407	ENCFF918HHM	germinal matrix
1403	HM	H3K4me3	NTR:0001407	ENCFF183YEF	germinal matrix
1404	HM	H3K9me3	NTR:0001407	ENCFF692TEP	germinal matrix
1405	HM	H3K27me3	UBERON:0000948	ENCFF594SIJ	heart
1406	HM	H3K36me3	UBERON:0000948	ENCFF501WXA	heart
1407	HM	H3K4me1	UBERON:0000948	ENCFF109AVD	heart
1408	HM	H3K4me3	UBERON:0000948	ENCFF685WYG	heart
1409	HM	H3K9ac	UBERON:0000948	ENCFF305FQY	heart
1410	HM	H3K9me3	UBERON:0000948	ENCFF472HHB	heart
1411	HM	H3K27ac	UBERON:0002084	ENCFF616PCH	heart left ventricle
1412	HM	H3K27me3	UBERON:0002084	ENCFF470APK	heart left ventricle
1413	HM	H3K36me3	UBERON:0002084	ENCFF693GML	heart left ventricle
1414	HM	H3K4me1	UBERON:0002084	ENCFF605IFK	heart left ventricle
1415	HM	H3K4me3	UBERON:0002084	ENCFF317YTK	heart left ventricle
1416	HM	H3K9me3	UBERON:0002084	ENCFF040RST	heart left ventricle
1417	HM	H3K27ac	UBERON:0002080	ENCFF283SRN	heart right ventricle
1418	HM	H3K27me3	UBERON:0002080	ENCFF482PSV	heart right ventricle
1419	HM	H3K36me3	UBERON:0002080	ENCFF561SPU	heart right ventricle
1420	HM	H3K4me1	UBERON:0002080	ENCFF878IEP	heart right ventricle
1421	HM	H3K4me3	UBERON:0002080	ENCFF577TDE	heart right ventricle
1422	HM	H3K9me3	UBERON:0002080	ENCFF252ORJ	heart right ventricle
1423	HM	H2AFZ	CL:0000182	ENCFF306ZLH	hepatocyte
1424	HM	H3K27ac	CL:0000182	ENCFF953FGP	hepatocyte
1425	HM	H3K27me3	CL:0000182	ENCFF732JQO	hepatocyte
1426	HM	H3K36me3	CL:0000182	ENCFF980QVG	hepatocyte
1427	HM	H3K4me1	CL:0000182	ENCFF449GNW	hepatocyte
1428	HM	H3K4me2	CL:0000182	ENCFF466FLE	hepatocyte
1429	HM	H3K4me3	CL:0000182	ENCFF407ERA	hepatocyte
1430	HM	H3K79me2	CL:0000182	ENCFF962XBM	hepatocyte
1431	HM	H3K9ac	CL:0000182	ENCFF738XDL	hepatocyte
1432	HM	H3K9me2	CL:0000182	ENCFF367ELM	hepatocyte
1433	HM	H3K9me3	CL:0000182	ENCFF823THE	hepatocyte
1434	HM	H4K20me1	CL:0000182	ENCFF902JQE	hepatocyte
1435	HM	H3K27ac	EFO:0007096	ENCFF037RXP	iPS DF 19.11
1436	HM	H3K27me3	EFO:0007096	ENCFF844FEB	iPS DF 19.11
1437	HM	H3K36me3	EFO:0007096	ENCFF855HXT	iPS DF 19.11
1438	HM	H3K4me1	EFO:0007096	ENCFF314LSR	iPS DF 19.11
1439	HM	H3K4me3	EFO:0007096	ENCFF450VVJ	iPS DF 19.11
1440	HM	H3K9me3	EFO:0007096	ENCFF839TYU	iPS DF 19.11
1441	HM	H3K27ac	EFO:0007098	ENCFF756WJX	iPS DF 6.9
1442	HM	H3K27me3	EFO:0007098	ENCFF292KOH	iPS DF 6.9
1443	HM	H3K36me3	EFO:0007098	ENCFF466LNY	iPS DF 6.9
1444	HM	H3K4me1	EFO:0007098	ENCFF211VYM	iPS DF 6.9
1445	HM	H3K4me3	EFO:0007098	ENCFF150NDM	iPS DF 6.9
1446	HM	H3K9me3	EFO:0007098	ENCFF855NNR	iPS DF 6.9
1447	HM	H3K4me3	EFO:0007099	ENCFF454SUG	iPS-11a
1448	HM	H3K27me3	EFO:0007102	ENCFF896MYE	iPS-15b
1449	HM	H3K36me3	EFO:0007102	ENCFF490UGC	iPS-15b
1450	HM	H3K4me1	EFO:0007102	ENCFF945ZPG	iPS-15b
1451	HM	H3K4me3	EFO:0007102	ENCFF724ZXV	iPS-15b
1452	HM	H3K9ac	EFO:0007102	ENCFF866FDB	iPS-15b
1453	HM	H3K9me3	EFO:0007102	ENCFF281GRX	iPS-15b
1454	HM	H3K27ac	EFO:0007105	ENCFF076FJV	iPS-18a
1455	HM	H3K27me3	EFO:0007105	ENCFF064BOC	iPS-18a
1456	HM	H3K36me3	EFO:0007105	ENCFF761YXY	iPS-18a
1457	HM	H3K4me1	EFO:0007105	ENCFF890FAP	iPS-18a
1458	HM	H3K4me3	EFO:0007105	ENCFF618IAG	iPS-18a
1459	HM	H3K9ac	EFO:0007105	ENCFF838EAT	iPS-18a
1460	HM	H3K9me3	EFO:0007105	ENCFF313AJV	iPS-18a
1461	HM	H3K4me3	EFO:0007107	ENCFF699VZO	iPS-18c
1462	HM	H3K9me3	EFO:0007107	ENCFF763WLX	iPS-18c
1463	HM	H3K27ac	EFO:0007108	ENCFF736YER	iPS-20b
1464	HM	H3K27me3	EFO:0007108	ENCFF248UOT	iPS-20b
1465	HM	H3K36me3	EFO:0007108	ENCFF333RHQ	iPS-20b
1466	HM	H3K4me1	EFO:0007108	ENCFF913SYS	iPS-20b
1467	HM	H3K4me3	EFO:0007108	ENCFF483YLD	iPS-20b
1468	HM	H3K9ac	EFO:0007108	ENCFF146OHQ	iPS-20b
1469	HM	H3K9me3	EFO:0007108	ENCFF756LKB	iPS-20b
1470	HM	H2AFZ	CL:0000312	ENCFF637SMB	keratinocyte
